Orthogroup	Capsella_rubella	Brassica_rapa
OG0001022	Carub.0004s2349.1.p	Bra000216, Bra004604
OG0001022	Carub.0005s2345.1.p	Bra007265, Bra014674, Bra014675
OG0001023	Carub.0001s4003.1.p	Bra014282, Bra018894, Bra030458
OG0001023	Carub.0001s3972.1.p	Bra018869, Bra018854, Bra030476
OG0001024	Carub.0001s0302.1.p	Bra015275
OG0001024	Carub.0246s0001.1.p, Carub.0008s0440.1.p, Carub.0246s0002.1.p, Carub.0008s0441.1.p	Bra036011, Bra033721
OG0001025	Carub.0005s0264.1.p	Bra025116
OG0001025	Carub.0001s1355.1.p	Bra026880, Bra026879, Bra026878, Bra016724, Bra019700
OG0001027	Carub.0004s1974.1.p	Bra005157
OG0001028	Carub.0001s2094.1.p	Bra017922, Bra012283
OG0001028	Carub.0001s2095.1.p, Carub.0001s2096.1.p	Bra017923, Bra012284
OG0001029	Carub.0004s1192.1.p, Carub.0004s1191.1.p	Bra021663, Bra018295, Bra022812
OG0001029	Carub.0001s0603.1.p	Bra015521
OG0001030	Carub.0003s1546.1.p	Bra027214, Bra021131
OG0001030	Carub.0001s4160.1.p	Bra030372, Bra018976
OG0001032	Carub.0008s1329.1.p	Bra022628
OG0001032	Carub.0008s1330.1.p	Bra029096
OG0001032	Carub.0007s1305.1.p	Bra019028, Bra026308
OG0001033	Carub.0003s0306.1.p	Bra031968
OG0001033	Carub.0006s1642.1.p	Bra006441, Bra002136, Bra023665
OG0001034	Carub.0004s2321.1.p	Bra016963, Bra000212, Bra004592
OG0001034	Carub.0005s2336.1.p	Bra007258, Bra014682, Bra003245
OG0001035	Carub.0001s1750.1.p, Carub.0008s0660.1.p	Bra025950, Bra025949, Bra004258
OG0001036	Carub.0006s1178.1.p	Bra023424, Bra023425, Bra008813
OG0001036	Carub.0001s3846.1.p	Bra032279, Bra036455, Bra039491, Bra018783
OG0001037	Carub.0006s1641.1.p	Bra002135, Bra006440
OG0001037	Carub.0003s0305.1.p	Bra036429, Bra001092, Bra031969
OG0001038	Carub.0001s0215.1.p	Bra033366
OG0001038	Carub.0005s2958.1.p	Bra014382, Bra007714, Bra003515
OG0001039	Carub.0008s2185.1.p	Bra035938
OG0001040	Carub.0003s2664.1.p	Bra013183
OG0001040	Carub.0005s0624.1.p, Carub.0005s0623.1.p	Bra025297, Bra039070, Bra033022
OG0001041	Carub.0008s2645.1.p	Bra024400
OG0001041	Carub.0002s0648.1.p	Bra018308
OG0001041	Carub.0006s0901.1.p	Bra028580, Bra006066
OG0001042	Carub.0005s0108.1.p	Bra017425
OG0001042	Carub.0001s1436.1.p	Bra026202
OG0001043	Carub.0002s2654.1.p	Bra035133
OG0001043	Carub.0001s1593.1.p	Bra026730, Bra026079
OG0001044	Carub.0004s0624.1.p	Bra007759
OG0001044	Carub.0006s0611.1.p	Bra009287
OG0001045	Carub.0001s3358.1.p	Bra039574
OG0001045	Carub.0006s2718.1.p	Bra000652, Bra037870, Bra018491, Bra014833, Bra040823
OG0001046	Carub.0005s1627.1.p	Bra036038, Bra029984, Bra012916
OG0001047	Carub.0005s2205.1.p, Carub.0005s2325.1.p	Bra003242, Bra032031, Bra007248
OG0001048	Carub.0007s1373.1.p	Bra026378, Bra020151, Bra010411
OG0001048	Carub.0003s2056.1.p	Bra001795, Bra023941, Bra035768
OG0001049	Carub.0003s3471.1.p	Bra010429, Bra019086, Bra019087
OG0001049	Carub.0008s2750.1.p	Bra034249, Bra034250
OG0001050	Carub.0001s2629.1.p	Bra010917
OG0001050	Carub.0004s0213.1.p	Bra039940
OG0001050	Carub.0007s0263.1.p	Bra010605, Bra017841
OG0001051	Carub.0002s1917.1.p	Bra003885, Bra016066
OG0001051	Carub.0001s1705.1.p	Bra026676, Bra025985
OG0001052	Carub.0001s1380.1.p	Bra019677, Bra019678
OG0001052	Carub.0001s1381.1.p	Bra019676, Bra026856, Bra026857, Bra016708
OG0001053	Carub.0005s1016.1.p	Bra041127, Bra019434
OG0001053	Carub.0001s0766.1.p	Bra018636, Bra030720
OG0001054	Carub.0005s1368.1.p	Bra018129, Bra018130, Bra019508
OG0001055	Carub.0003s3124.1.p	Bra037277, Bra009653
OG0001055	Carub.0007s0498.1.p	Bra011605
OG0001056	Carub.0003s3548.1.p	Bra031142
OG0001056	Carub.0001s4201.1.p	Bra018994
OG0001056	Carub.0003s1527.1.p	Bra027233
OG0001057	Carub.0003s2180.1.p, Carub.0008s0700.1.p	Bra028161
OG0001058	Carub.0008s2781.1.p	Bra037155, Bra012092
OG0001058	Carub.0005s1707.1.p	Bra012893, Bra012892, Bra038862
OG0001059	Carub.0003s1126.1.p	Bra001428
OG0001059	Carub.0004s1918.1.p	Bra017199, Bra023113, Bra005209
OG0001060	Carub.0008s0896.1.p	Bra010027, Bra037434, Bra014217
OG0001061	Carub.0004s0464.1.p	Bra007821
OG0001061	Carub.0007s0871.1.p	Bra023981, Bra010217, Bra011303
OG0001062	Carub.0006s1301.1.p	Bra008734
OG0001062	Carub.0003s3069.1.p, Carub.0003s3068.1.p, Carub.0003s3074.1.p, Carub.0003s3070.1.p	Bra013043
OG0001063	Carub.0004s0972.1.p, Carub.0004s0970.1.p, Carub.0004s0971.1.p	Bra035449, Bra035448
OG0001063	Carub.0003s0522.1.p	Bra039404
OG0001064	Carub.0002s0831.1.p, Carub.0002s1262.1.p, Carub.0002s1263.1.p, Carub.0002s0829.1.p	Bra008454, Bra008456, Bra008459
OG0001065	Carub.0004s1890.1.p	Bra005223, Bra017211, Bra023093
OG0001065	Carub.0005s1979.1.p	Bra003125, Bra006984
OG0001066	Carub.0004s1570.1.p	Bra005457, Bra005455, Bra022965, Bra021892
OG0001066	Carub.0001s2725.1.p	Bra040774, Bra030116
OG0001067	Carub.0005s1574.1.p, Carub.0005s1573.1.p, Carub.0008s0667.1.p, Carub.0005s1558.1.p, Carub.0005s1575.1.p	Bra019592
OG0001070	Carub.0001s1763.1.p	Bra025938, Bra016578
OG0001070	Carub.0002s2010.1.p	Bra007562, Bra015996, Bra003846
OG0001072	Carub.0003s2349.1.p, Carub.0137s0002.1.p	Bra023741
OG0001072	Carub.0002s1150.1.p	Bra030547, Bra015276
OG0001073	Carub.0004s0068.1.p	Bra013597
OG0001074	Carub.0004s2638.1.p	Bra004788
OG0001074	Carub.0004s2636.1.p, Carub.0004s2637.1.p	Bra000330, Bra000329, Bra004787
OG0001075	Carub.0007s1520.1.p	Bra013917, Bra019142
OG0001075	Carub.0008s1819.1.p	Bra006808, Bra002707, Bra002705, Bra020422, Bra020423
OG0001076	Carub.0002s2174.1.p	Bra003778, Bra008172, Bra015880
OG0001076	Carub.0001s1880.1.p	Bra025713, Bra031065, Bra016520
OG0001077	Carub.0007s3588.1.p	Bra040853
OG0001077	Carub.0006s1338.1.p	Bra023511, Bra006289, Bra008713
OG0001078	Carub.0006s1343.1.p	Bra008711
OG0001078	Carub.0001s0578.1.p	Bra030652, Bra015499
OG0001078	Carub.0004s1217.1.p	Bra018288
OG0001079	Carub.0005s2734.1.p	Bra007547, Bra014481, Bra003423
OG0001080	Carub.0004s0554.1.p	Bra007778
OG0001080	Carub.0003s1316.1.p	Bra001518, Bra027409, Bra021498
OG0001081	Carub.0001s2775.1.p	Bra032323, Bra010825, Bra030142
OG0001081	Carub.0008s0138.1.p	Bra017541, Bra022040
OG0001082	Carub.0006s0430.1.p	Bra005851
OG0001082	Carub.0003s1010.1.p	Bra034149
OG0001083	Carub.0007s2647.1.p	Bra019563, Bra015945
OG0001083	Carub.0001s1811.1.p, Carub.0006s3447.1.p, Carub.0006s2325.1.p	Bra025901
OG0001085	Carub.0008s1222.1.p	Bra022579
OG0001085	Carub.0008s1224.1.p	Bra022580
OG0001085	Carub.0008s1223.1.p	Bra028293
OG0001088	Carub.0007s1680.1.p	Bra019237, Bra013781
OG0001088	Carub.0008s0960.1.p	Bra000594, Bra040496
OG0001089	Carub.0007s0563.1.p	Bra011549, Bra017668
OG0001089	Carub.0007s0564.1.p	Bra011548, Bra034641
OG0001090	Carub.0003s2412.1.p	Bra014984, Bra001921, Bra028345
OG0001091	Carub.0005s0458.1.p	Bra025214
OG0001091	Carub.0001s1272.1.p	Bra026945
OG0001092	Carub.0002s2440.1.p	Bra008311, Bra015665
OG0001092	Carub.0001s2120.1.p	Bra016405, Bra012293, Bra017948
OG0001093	Carub.0003s3279.1.p	Bra040941, Bra028099
OG0001093	Carub.0007s0358.1.p	Bra010573, Bra017780
OG0001094	Carub.0005s0113.1.p	Bra017423, Bra022318, Bra022314
OG0001095	Carub.0002s0047.1.p	Bra026654
OG0001095	Carub.0002s0028.1.p	Bra029196
OG0001096	Carub.0005s2967.1.p	Bra040421
OG0001097	Carub.0008s1416.1.p	Bra022677, Bra003027, Bra029055
OG0001097	Carub.0007s1333.1.p	Bra026341
OG0001098	Carub.0003s0367.1.p	Bra001109, Bra040137, Bra040188
OG0001098	Carub.0006s2573.1.p	Bra020610, Bra036134, Bra009997
OG0001099	Carub.0003s1805.1.p	Bra021299, Bra001701, Bra022308
OG0001100	Carub.0008s0573.1.p	Bra019070, Bra026380, Bra010412
OG0001100	Carub.0003s3484.1.p	Bra038852
OG0001101	Carub.0005s1181.1.p, Carub.0005s1182.1.p, Carub.0007s0029.1.p	Bra011899, Bra033563
OG0001102	Carub.0003s0847.1.p	Bra001312, Bra001313
OG0001103	Carub.0002s1394.1.p	Bra004238
OG0001103	Carub.0001s2572.1.p	Bra030026, Bra010961
OG0001104	Carub.0005s2913.1.p	Bra003499, Bra007678
OG0001104	Carub.0004s3012.1.p	Bra000451, Bra004459, Bra021396
OG0001105	Carub.0007s2765.1.p	Bra039732
OG0001105	Carub.0003s2320.1.p	Bra023771, Bra001899, Bra033890
OG0001106	Carub.0005s2003.1.p	Bra007002, Bra003136
OG0001106	Carub.0004s1912.1.p	Bra005212, Bra017201, Bra023108
OG0001107	Carub.0005s0757.1.p, Carub.0005s0735.1.p, Carub.0005s0736.1.p	Bra010772, Bra032390
OG0001108	Carub.0007s1868.1.p	Bra029934, Bra019369, Bra013630, Bra020841
OG0001108	Carub.0006s3156.1.p	Bra000772, Bra029452, Bra018478
OG0001109	Carub.0003s0413.1.p	Bra040415, Bra040115, Bra009989, Bra036117
OG0001110	Carub.0001s1710.1.p	Bra016606, Bra025981
OG0001110	Carub.0002s1928.1.p	Bra008032, Bra003881, Bra016058
OG0001111	Carub.0001s2234.1.p	Bra012346, Bra024541
OG0001111	Carub.0006s2859.1.p	Bra037901, Bra000699
OG0001113	Carub.0006s3421.1.p	Bra000860
OG0001113	Carub.0003s0716.1.p	Bra001260
OG0001114	Carub.0007s2893.1.p, Carub.0004s0387.1.p, Carub.0008s0898.1.p	Bra030191, Bra039939
OG0001115	Carub.0006s3101.1.p	Bra000755
OG0001115	Carub.0007s1836.1.p	Bra019346
OG0001116	Carub.0006s2437.1.p	Bra036589, Bra020556
OG0001116	Carub.0003s0521.1.p	Bra039405, Bra001170, Bra031432, Bra040249
OG0001117	Carub.0007s0343.1.p	Bra017789, Bra010578, Bra011715
OG0001117	Carub.0004s0290.1.p	Bra032151, Bra039208
OG0001118	Carub.0007s1552.1.p, Carub.0007s1551.1.p, Carub.0007s1550.1.p	Bra010461, Bra019162, Bra022770
OG0001119	Carub.0008s1525.1.p	Bra002942
OG0001119	Carub.0007s0738.1.p, Carub.0006s0049.1.p	Bra028896
OG0001120	Carub.0008s2085.1.p	Bra002509
OG0001121	Carub.0007s3462.1.p	Bra025586
OG0001122	Carub.0004s1341.1.p	Bra022878, Bra021773
OG0001123	Carub.0006s0251.1.p	Bra028826
OG0001123	Carub.0003s0904.1.p	Bra029807
OG0001124	Carub.0006s1389.1.p	Bra008679, Bra006319
OG0001124	Carub.0003s0137.1.p	Bra001038, Bra039166, Bra021472
OG0001126	Carub.0003s0330.1.p	Bra040153, Bra031950
OG0001126	Carub.0006s1656.1.p	Bra002148, Bra006449, Bra023669
OG0001127	Carub.0004s1981.1.p	Bra000027
OG0001127	Carub.0005s2055.1.p, Carub.0005s2054.1.p	Bra014854, Bra003161, Bra007035
OG0001128	Carub.0007s2538.1.p	Bra033542, Bra038038, Bra012735
OG0001128	Carub.0003s1684.1.p	Bra021219, Bra022196
OG0001129	Carub.0002s2032.1.p	Bra008104
OG0001129	Carub.0001s3770.1.p	Bra014145
OG0001129	Carub.0003s1770.1.p	Bra001693
OG0001130	Carub.0008s1620.1.p	Bra002871, Bra028957, Bra035591
OG0001131	Carub.0008s0581.1.p, Carub.0005s2236.1.p	Bra014732, Bra007179
OG0001131	Carub.0004s2190.1.p	Bra017051, Bra000150, Bra005012
OG0001132	Carub.0004s2090.1.p, Carub.0004s2089.1.p	Bra025482, Bra000101
OG0001133	Carub.0005s2300.1.p	Bra014704, Bra003232, Bra007228
OG0001133	Carub.0004s2269.1.p	Bra004568, Bra017003, Bra016997
OG0001134	Carub.0008s0146.1.p	Bra017545, Bra021023, Bra012616, Bra013284
OG0001135	Carub.0002s0018.1.p	Bra027726
OG0001135	Carub.0006s1485.1.p	Bra006187
OG0001136	Carub.0002s2328.1.p	Bra015755
OG0001136	Carub.0001s2014.1.p	Bra016456, Bra025837, Bra012243
OG0001137	Carub.0008s1554.1.p	Bra002926, Bra035562
OG0001137	Carub.0008s1536.1.p, Carub.0006s1838.1.p, Carub.0006s1839.1.p	Bra006530
OG0001138	Carub.0003s0200.1.p	Bra021407
OG0001139	Carub.0006s2273.1.p	Bra009801, Bra020474, Bra036526
OG0001139	Carub.0006s0914.1.p	Bra006071, Bra009014, Bra028575
OG0001140	Carub.0001s1932.1.p	Bra025768
OG0001140	Carub.0002s2238.1.p	Bra015837, Bra008203, Bra003749
OG0001141	Carub.0002s0733.1.p	Bra027928, Bra038924, Bra038157
OG0001141	Carub.0001s0865.1.p	Bra018568, Bra030768
OG0001142	Carub.0008s1476.1.p	Bra002986, Bra022722
OG0001142	Carub.0007s1357.1.p	Bra026361, Bra010408, Bra019058
OG0001143	Carub.0002s1514.1.p, Carub.0003s3154.1.p	Bra002062
OG0001143	Carub.0001s2500.1.p	Bra024742, Bra010995
OG0001144	Carub.0003s3203.1.p	Bra040872, Bra037247
OG0001144	Carub.0007s0419.1.p	Bra010502, Bra017744, Bra011656
OG0001145	Carub.0006s0117.1.p	Bra009595, Bra005720
OG0001145	Carub.0003s0850.1.p	Bra029765, Bra001309
OG0001146	Carub.0007s1286.1.p	Bra040840, Bra010388, Bra026294
OG0001146	Carub.0006s2175.1.p	Bra029390, Bra009724, Bra026471
OG0001147	Carub.0002s1357.1.p	Bra034008
OG0001147	Carub.0006s1793.1.p	Bra020050, Bra002247
OG0001148	Carub.0004s1425.1.p	Bra022906
OG0001149	Carub.0008s2275.1.p	Bra010055
OG0001149	Carub.0006s0620.1.p	Bra005929, Bra009281
OG0001150	Carub.0007s0515.1.p	Bra034678, Bra034677, Bra017699, Bra017700
OG0001151	Carub.0005s0416.1.p	Bra034236
OG0001151	Carub.0005s0412.1.p, Carub.0005s0414.1.p, Carub.0005s0413.1.p	Bra025194
OG0001152	Carub.0004s2531.1.p	Bra004712, Bra016854, Bra000276
OG0001152	Carub.0005s2563.1.p	Bra014551, Bra007422
OG0001154	Carub.0001s3594.1.p	Bra040636
OG0001154	Carub.0004s0891.1.p, Carub.0004s0890.1.p, Carub.0003s3188.1.p	Bra004827
OG0001154	Carub.0005s0789.1.p, Carub.0003s3358.1.p, Carub.0003s3360.1.p	Bra012179
OG0001155	Carub.0001s2525.1.p	Bra012484
OG0001155	Carub.0006s3123.1.p	Bra003972
OG0001156	Carub.0006s2076.1.p	Bra002447
OG0001156	Carub.0004s0856.1.p, Carub.0003s2958.1.p	Bra039606
OG0001160	Carub.0002s1476.1.p, Carub.0001s3288.1.p, Carub.0001s3293.1.p, Carub.0001s3294.1.p	Bra004293
OG0001161	Carub.0006s1903.1.p	Bra020122, Bra002321
OG0001161	Carub.0005s0892.1.p	Bra021083, Bra034951
OG0001162	Carub.0001s1761.1.p	Bra025940, Bra031007
OG0001164	Carub.0003s0473.1.p	Bra039438
OG0001165	Carub.0001s2175.1.p	Bra012312, Bra031372
OG0001165	Carub.0001s3355.1.p	Bra036766
OG0001166	Carub.0005s0553.1.p	Bra039087
OG0001166	Carub.0007s3471.1.p	Bra028477, Bra025547
OG0001167	Carub.0005s1014.1.p, Carub.0005s1013.1.p	Bra024054, Bra024055, Bra024057, Bra011205
OG0001167	Carub.0007s0992.1.p	Bra010279
OG0001168	Carub.0005s2728.1.p	Bra003420, Bra007544
OG0001168	Carub.0004s2767.1.p	Bra000369, Bra004888
OG0001169	Carub.0002s2433.1.p	Bra008308
OG0001169	Carub.0001s2116.1.p	Bra016408, Bra038565, Bra012292
OG0001170	Carub.0006s2039.1.p, Carub.0006s2043.1.p, Carub.0005s1049.1.p, Carub.0005s1103.1.p	Bra006630, Bra006631
OG0001170	Carub.0006s2042.1.p, Carub.0006s2038.1.p	Bra002426
OG0001172	Carub.0002s1965.1.p	Bra008051
OG0001172	Carub.0003s3359.1.p	Bra036724
OG0001172	Carub.0004s1479.1.p	Bra010315, Bra011140
OG0001173	Carub.0002s0290.1.p, Carub.0005s0578.1.p, Carub.0003s1450.1.p	Bra027302, Bra027306, Bra027307, Bra001566, Bra001567, Bra021579
OG0001174	Carub.0003s0458.1.p	Bra040645, Bra001146
OG0001174	Carub.0006s2502.1.p	Bra020586, Bra009952, Bra036628, Bra036624
OG0001175	Carub.0008s0948.1.p	Bra010022, Bra010021, Bra020624
OG0001175	Carub.0003s0595.1.p	Bra001202, Bra029582, Bra040274
OG0001176	Carub.0008s1991.1.p	Bra002582, Bra020328, Bra006724
OG0001177	Carub.0001s4315.1.p	Bra039698, Bra039697, Bra039696
OG0001177	Carub.0003s1395.1.p	Bra001544, Bra021544
OG0001178	Carub.0003s1637.1.p	Bra022172
OG0001179	Carub.0008s2257.1.p, Carub.0004s0657.1.p	Bra029302, Bra019622
OG0001179	Carub.0006s0627.1.p	Bra005932, Bra009272, Bra028703
OG0001180	Carub.0002s2019.1.p, Carub.0002s2018.1.p	Bra015990, Bra003844
OG0001182	Carub.0008s2572.1.p	Bra024335
OG0001182	Carub.0008s2573.1.p	Bra031895
OG0001183	Carub.0005s1653.1.p	Bra036058
OG0001183	Carub.0005s1596.1.p	Bra029964
OG0001184	Carub.0001s4168.1.p	Bra030974
OG0001184	Carub.0003s1542.1.p	Bra001603, Bra021126, Bra027219
OG0001185	Carub.0007s3385.1.p	Bra025485
OG0001185	Carub.0007s1742.1.p	Bra019276, Bra013724, Bra010543
OG0001186	Carub.0007s0666.1.p	Bra011468, Bra036978
OG0001187	Carub.0001s2274.1.p	Bra012365, Bra024567
OG0001187	Carub.0002s1751.1.p	Bra007942, Bra016188
OG0001188	Carub.0004s1743.1.p	Bra017302, Bra005314, Bra023026
OG0001188	Carub.0007s2463.1.p	Bra012693, Bra040092
OG0001189	Carub.0006s0677.1.p	Bra005958, Bra013246, Bra032989, Bra024655, Bra009311
OG0001189	Carub.0008s2187.1.p	Bra029328, Bra012978
OG0001190	Carub.0001s3884.1.p	Bra018809
OG0001190	Carub.0001s3885.1.p	Bra014213, Bra018808
OG0001190	Carub.0001s3886.1.p	Bra040667, Bra018807
OG0001191	Carub.0007s2348.1.p	Bra013263
OG0001191	Carub.0008s0116.1.p	Bra017527, Bra024998
OG0001192	Carub.0006s1335.1.p, Carub.0006s1336.1.p	Bra023509
OG0001192	Carub.0003s0095.1.p	Bra039137, Bra021488
OG0001193	Carub.0001s1191.1.p	Bra026984, Bra019749
OG0001193	Carub.0002s0232.1.p	Bra027030, Bra036653
OG0001193	Carub.0002s0231.1.p	Bra036652
OG0001194	Carub.0008s2794.1.p	Bra012083, Bra037164, Bra031813
OG0001194	Carub.0005s1720.1.p	Bra038863
OG0001195	Carub.0005s0861.1.p	Bra036198
OG0001195	Carub.0007s3705.1.p	Bra014071
OG0001196	Carub.0004s2431.1.p	Bra000249, Bra016898
OG0001196	Carub.0005s2489.1.p	Bra014589, Bra003315, Bra007376
OG0001197	Carub.0007s1981.1.p	Bra020899, Bra020900
OG0001197	Carub.0007s1980.1.p	Bra013542
OG0001197	Carub.0007s1982.1.p	Bra013541
OG0001198	Carub.0003s0129.1.p	Bra039160, Bra001034
OG0001198	Carub.0006s1375.1.p	Bra023526, Bra008689
OG0001199	Carub.0001s1465.1.p	Bra026797, Bra026182
OG0001199	Carub.0005s0062.1.p	Bra026642, Bra024864
OG0001200	Carub.0003s3436.1.p	Bra036694, Bra031110, Bra041041
OG0001200	Carub.0007s1180.1.p	Bra011065
OG0001201	Carub.0007s2810.1.p	Bra032772
OG0001201	Carub.0007s2809.1.p	Bra032773
OG0001202	Carub.0002s1226.1.p	Bra004158
OG0001202	Carub.0007s3288.1.p	Bra028145
OG0001203	Carub.0001s2625.1.p	Bra032846, Bra030063, Bra010921
OG0001204	Carub.0001s2811.1.p, Carub.0003s2844.1.p	Bra030179, Bra032341
OG0001205	Carub.0002s0057.1.p	Bra025479, Bra041087, Bra027750, Bra027687
OG0001206	Carub.0005s1751.1.p, Carub.0008s0193.1.p	Bra031930
OG0001206	Carub.0007s3361.1.p	Bra025462, Bra028504
OG0001207	Carub.0004s2016.1.p	Bra000042, Bra000041, Bra017133
OG0001207	Carub.0003s1052.1.p	Bra034859, Bra034170
OG0001208	Carub.0004s0903.1.p, Carub.0004s0907.1.p	Bra011969, Bra027010
OG0001208	Carub.0001s0743.1.p	Bra018657
OG0001209	Carub.0008s1847.1.p	Bra020402
OG0001209	Carub.0007s1001.1.p	Bra024067
OG0001209	Carub.0004s0314.1.p	Bra039221, Bra032132
OG0001210	Carub.0001s2757.1.p	Bra030134, Bra032310, Bra010832
OG0001211	Carub.0006s1605.1.p	Bra023639, Bra006423
OG0001211	Carub.0003s0283.1.p	Bra001084
OG0001212	Carub.0005s2795.1.p	Bra007593, Bra007592
OG0001212	Carub.0005s2794.1.p	Bra007591
OG0001213	Carub.0002s1031.1.p, Carub.0002s1062.1.p, Carub.0002s1032.1.p	Bra022490
OG0001214	Carub.0004s0278.1.p	Bra032158, Bra032161
OG0001214	Carub.0004s0277.1.p, Carub.0004s0279.1.p	Bra032160, Bra032157, Bra000630
OG0001214	Carub.0004s0280.1.p	Bra000631
OG0001215	Carub.0001s0644.1.p	Bra015556
OG0001215	Carub.0004s1114.1.p	Bra022773, Bra018344
OG0001216	Carub.0007s2260.1.p	Bra013334
OG0001216	Carub.0008s0209.1.p, Carub.0008s0210.1.p	Bra025048
OG0001217	Carub.0006s2538.1.p	Bra009978, Bra036111
OG0001218	Carub.0003s2832.1.p	Bra036847
OG0001218	Carub.0007s2684.1.p, Carub.0007s2683.1.p	Bra030012
OG0001220	Carub.0001s2787.1.p	Bra030155, Bra010821
OG0001220	Carub.0001s2788.1.p	Bra030156, Bra010820
OG0001221	Carub.0001s3736.1.p, Carub.0001s3732.1.p, Carub.0001s3730.1.p	Bra014110, Bra014115, Bra041158
OG0001221	Carub.0003s1713.1.p	Bra021242, Bra022213
OG0001222	Carub.0002s0938.1.p	Bra021340
OG0001222	Carub.0007s3767.1.p	Bra010012, Bra036126
OG0001223	Carub.0001s2308.1.p	Bra016342, Bra024608
OG0001223	Carub.0002s1714.1.p	Bra016218, Bra007915
OG0001224	Carub.0004s0372.1.p	Bra000565
OG0001225	Carub.0001s1852.1.p	Bra025694
OG0001225	Carub.0002s2150.1.p	Bra008165, Bra003789, Bra019813
OG0001226	Carub.0003s0190.1.p	Bra021410, Bra001064, Bra040601, Bra026629
OG0001226	Carub.0006s1468.1.p	Bra023569, Bra008620
OG0001227	Carub.0001s2457.1.p	Bra012458
OG0001227	Carub.0002s1589.1.p	Bra038314, Bra004003
OG0001228	Carub.0001s3621.1.p	Bra030667
OG0001228	Carub.0004s1140.1.p	Bra022785, Bra021622
OG0001229	Carub.0001s3746.1.p	Bra032252, Bra014130, Bra018723
OG0001229	Carub.0003s1729.1.p	Bra021256, Bra001669
OG0001230	Carub.0007s2763.1.p	Bra036868
OG0001230	Carub.0003s2316.1.p	Bra033893, Bra023777
OG0001231	Carub.0005s0637.1.p, Carub.0005s0635.1.p	Bra025305, Bra033029, Bra039066, Bra025304
OG0001232	Carub.0005s0163.1.p	Bra026583, Bra017412, Bra024811
OG0001232	Carub.0001s1413.1.p	Bra026221, Bra026832, Bra016700
OG0001233	Carub.0007s2176.1.p	Bra013398, Bra012543, Bra020961
OG0001233	Carub.0008s0290.1.p	Bra025086, Bra021958
OG0001234	Carub.0001s1689.1.p	Bra016616, Bra025998
OG0001234	Carub.0002s2531.1.p	Bra003642, Bra035035, Bra008359
OG0001235	Carub.0001s2033.1.p	Bra016446
OG0001235	Carub.0002s2334.1.p	Bra015748, Bra015745, Bra003719, Bra008260
OG0001236	Carub.0001s1434.1.p	Bra026819, Bra026204, Bra026203, Bra016694
OG0001236	Carub.0005s0111.1.p	Bra024833, Bra026616
OG0001237	Carub.0006s0403.1.p	Bra005838
OG0001237	Carub.0003s1000.1.p	Bra001379, Bra034145, Bra029867
OG0001238	Carub.0005s0766.1.p	Bra036223, Bra025374
OG0001238	Carub.0007s3633.1.p	Bra028435, Bra025658
OG0001239	Carub.0008s2568.1.p	Bra031897, Bra037798
OG0001239	Carub.0006s0840.1.p	Bra028607, Bra009071
OG0001240	Carub.0003s0090.1.p	Bra001013, Bra039133, Bra040503
OG0001240	Carub.0003s0091.1.p	Bra040502, Bra039134, Bra001015
OG0001241	Carub.0005s0398.1.p	Bra036349, Bra017335, Bra025182
OG0001242	Carub.0008s0878.1.p, Carub.0008s0877.1.p, Carub.0263s0001.1.p, Carub.0008s0875.1.p, Carub.0008s0845.1.p	Bra030332
OG0001243	Carub.0003s1654.1.p	Bra022181, Bra021203
OG0001244	Carub.0002s2453.1.p	Bra015660
OG0001244	Carub.0001s2138.1.p	Bra016400, Bra012298, Bra036022
OG0001245	Carub.0006s2512.1.p	Bra036631, Bra020591
OG0001245	Carub.0003s0445.1.p	Bra039454, Bra040642, Bra001139
OG0001246	Carub.0002s0609.1.p	Bra027864
OG0001246	Carub.0001s0955.1.p	Bra019961, Bra018460, Bra031702
OG0001247	Carub.0005s1099.1.p	Bra039493, Bra039492
OG0001247	Carub.0006s0969.1.p	Bra037189, Bra034965, Bra002089, Bra008982
OG0001248	Carub.0005s2547.1.p	Bra004725
OG0001248	Carub.0004s2512.1.p	Bra000272, Bra014559
OG0001249	Carub.0002s2036.1.p	Bra015980
OG0001249	Carub.0002s0763.1.p, Carub.0002s0738.1.p	Bra025923
OG0001250	Carub.0006s0963.1.p	Bra008987
OG0001250	Carub.0007s0841.1.p	Bra040067
OG0001251	Carub.0001s0084.1.p	Bra033266
OG0001251	Carub.0006s3613.1.p	Bra008535, Bra037386, Bra008540
OG0001252	Carub.0006s0359.1.p, Carub.0006s0358.1.p	Bra005814
OG0001253	Carub.0008s0756.1.p, Carub.0006s2443.1.p	Bra016147
OG0001253	Carub.0007s0228.1.p	Bra011796, Bra010622
OG0001254	Carub.0001s2171.1.p	Bra012309, Bra031369
OG0001254	Carub.0002s2491.1.p	Bra003661, Bra015639, Bra008341
OG0001255	Carub.0001s2987.1.p	Bra023187
OG0001255	Carub.0004s1732.1.p	Bra017308, Bra005321, Bra023016
OG0001256	Carub.0008s2821.1.p	Bra012067, Bra031811
OG0001256	Carub.0005s1756.1.p	Bra038888, Bra036833, Bra012865
OG0001257	Carub.0002s1987.1.p	Bra016018
OG0001257	Carub.0006s0388.1.p	Bra009408, Bra009409, Bra005829, Bra028776
OG0001258	Carub.0001s1950.1.p	Bra025786, Bra012200, Bra016483
OG0001258	Carub.0002s2260.1.p	Bra003742
OG0001259	Carub.0002s1715.1.p	Bra003955, Bra007916, Bra016217
