Orthogroup	Capsella_rubella	Thellungiella_parvula
OG0009477	Carub.0006s1817.1.p	Sp6g24580.1
OG0009478	Carub.0007s1840.1.p	Sp7g20950.1
OG0009479	Carub.0001s3113.1.p	Sp1g28160.1
OG0009480	Carub.0003s0692.1.p	Sp3g06310.1
OG0009481	Carub.0003s2264.1.p	Sp3g20250.1
OG0009482	Carub.0005s2975.1.p	Sp5g00440.1
OG0009483	Carub.0006s0285.1.p	Sp6g38830.1
OG0009484	Carub.0002s1455.1.p	Sp5g23070.1
OG0009485	Carub.0001s3402.1.p	Sp1g31540.1
OG0009486	Carub.0005s0141.1.p	Sp2g13650.1
OG0009487	Carub.0002s0649.1.p	Sp2g05450.1
OG0009488	Carub.0005s0041.1.p	Sp2g12890.1
OG0009489	Carub.0005s0476.1.p	Sp2g15860.1
OG0009490	Carub.0008s0499.1.p	SpUn0429_0010.1, SpUn0744_0010.1
OG0009491	Carub.0002s1365.1.p	Sp5g22310.1
OG0009492	Carub.0007s2368.1.p	Sp7g16440.1
OG0009493	Carub.0008s2701.1.p	Sp2g29190.1
OG0009494	Carub.0006s2248.1.p	Sp2g22760.1
OG0009495	Carub.0008s2663.1.p	Sp2g28830.1
OG0009496	Carub.0001s1881.1.p	Sp1g17110.1
OG0009497	Carub.0002s1876.1.p	Sp5g27050.1
OG0009498	Carub.0005s1641.1.p	Sp5g12050.1
OG0009499	Carub.0008s2558.1.p	Sp2g27840.1
OG0009500	Carub.0006s1893.1.p	Sp6g23880.1
OG0009501	Carub.0005s1939.1.p	Sp5g09420.1
OG0009502	Carub.0001s1607.1.p	Sp1g14520.1
OG0009503	Carub.0005s2028.1.p	Sp5g08680.1
OG0009504	Carub.0004s1004.1.p	Sp4g11860.1
OG0009505	Carub.0008s1442.1.p	Sp6g16150.1
OG0009506	Carub.0005s1260.1.p	Sp7g03850.1
OG0009507	Carub.0003s1558.1.p	Sp3g14150.1
OG0009508	Carub.0008s0244.1.p	Sp2g10480.1
OG0009509	Carub.0001s4361.1.p	Sp1g40770.1
OG0009510	Carub.0002s1781.1.p	Sp5g26170.1
OG0009512	Carub.0006s1755.1.p	Sp6g25180.1
OG0009514	Carub.0002s1693.1.p	Sp5g25360.1
OG0009515	Carub.0001s1483.1.p	Sp1g13440.1
OG0009516	Carub.0007s3358.1.p	Sp7g00290.1
OG0009518	Carub.0007s2941.1.p	Sp7g10750.1
OG0009520	Carub.0006s3090.1.p	Sp6g05660.1
OG0009521	Carub.0001s4317.1.p	Sp1g40380.1
OG0009522	Carub.0005s1951.1.p	Sp5g09310.1
OG0009523	Carub.0004s2001.1.p	Sp4g20360.1
OG0009524	Carub.0003s0366.1.p	Sp3g03350.1
OG0009525	Carub.0005s0970.1.p, Carub.0005s0966.1.p	Sp5g17310.1
OG0009526	Carub.0008s2384.1.p	Sp2g26220.1
OG0009527	Carub.0007s0206.1.p	Sp7g35780.1
OG0009528	Carub.0006s1119.1.p	Sp6g30950.1
OG0009529	Carub.0007s1269.1.p	Sp7g26040.1
OG0009530	Carub.0003s3267.1.p, Carub.0002s2050.1.p	Sp5g28940.1
OG0009531	Carub.0007s0384.1.p	Sp7g34130.1
OG0009532	Carub.0007s2775.1.p	Sp7g12550.1
OG0009533	Carub.0001s3106.1.p	Sp1g28240.1
OG0009534	Carub.0007s2761.1.p	Sp7g12690.1
OG0009535	Carub.0007s2340.1.p	Sp7g16170.1
OG0009536	Carub.0006s3663.1.p	Sp6g00630.1
OG0009537	Carub.0001s4189.1.p	Sp1g39370.1
OG0009539	Carub.0007s2315.1.p	Sp7g15920.1
OG0009539	Carub.0007s2316.1.p	Sp7g15930.1
OG0009540	Carub.0001s1877.1.p	Sp1g17050.1
OG0009541	Carub.0002s0889.1.p	SpUN0002_0210.1
OG0009542	Carub.0006s1805.1.p	Sp6g24680.1
OG0009543	Carub.0007s0045.1.p	Sp7g37190.1
OG0009544	Carub.0003s0768.1.p	Sp3g07020.1
OG0009545	Carub.0003s1086.1.p	Sp3g09780.1
OG0009546	Carub.0001s2106.1.p	Sp1g19160.1
OG0009547	Carub.0004s0799.1.p	Sp4g10150.1
OG0009548	Carub.0005s2273.1.p	Sp5g06540.1
OG0009549	Carub.0006s2364.1.p	Sp2g21760.1
OG0009550	Carub.0001s2695.1.p	Sp1g24740.1
OG0009551	Carub.0001s2430.1.p	Sp1g22090.1
OG0009552	Carub.0004s2403.1.p	Sp4g24020.1
OG0009553	Carub.0007s1919.1.p	Sp7g20280.1
OG0009554	Carub.0002s0519.1.p	Sp2g04540.1
OG0009555	Carub.0002s0634.1.p	Sp2g05370.1
OG0009556	Carub.0004s1698.1.p	Sp4g17500.1
OG0009557	Carub.0007s2301.1.p, Carub.0007s2300.1.p	Sp7g15790.1
OG0009558	Carub.0003s1918.1.p	Sp3g17420.1
OG0009559	Carub.0003s2177.1.p	Sp3g19730.1
OG0009560	Carub.0001s2413.1.p	Sp1g21900.1
OG0009561	Carub.0001s0392.1.p	Sp1g03510.1
OG0009562	Carub.0005s2097.1.p	Sp5g08030.1
OG0009563	Carub.0002s1362.1.p	Sp5g22280.1
OG0009564	Carub.0006s0928.1.p	Sp6g32680.1
OG0009565	Carub.0002s1861.1.p	SpUn0020_0050.1, Sp5g26930.1
OG0009566	Carub.0002s1536.1.p	Sp5g23900.1
OG0009567	Carub.0007s2570.1.p	Sp2g22270.1
OG0009568	Carub.0002s1585.1.p	Sp5g24320.1
OG0009569	Carub.0002s2624.1.p	Sp5g34430.1
OG0009570	Carub.0003s1509.1.p	Sp3g13620.1
OG0009571	Carub.0002s2197.1.p	Sp5g30290.1
OG0009572	Carub.0007s2535.1.p	Sp7g14700.1
OG0009573	Carub.0003s3117.1.p	Sp3g30550.1
OG0009574	Carub.0012s0005.1.p	Sp5g18870.1
OG0009575	Carub.0007s0511.1.p	Sp7g32950.1
OG0009576	Carub.0002s1687.1.p	Sp5g25300.1
OG0009577	Carub.0005s0265.1.p	Sp2g14420.1
OG0009578	Carub.0005s2585.1.p	Sp5g03900.1, SpUn0450_0010.1
OG0009579	Carub.0005s1044.1.p, Carub.0015s0001.1.p	Sp5g16430.1
OG0009580	Carub.0004s0897.1.p	Sp4g10960.1
OG0009582	Carub.0002s0788.1.p	SpUn1110_0010.1
OG0009583	Carub.0007s0701.1.p	Sp7g31170.1
OG0009584	Carub.0008s2320.1.p	Sp2g25700.1
OG0009585	Carub.0002s1375.1.p	Sp5g22350.1
OG0009586	Carub.0003s1129.1.p	Sp3g10180.1
OG0009587	Carub.0003s1973.1.p	Sp3g17860.1
OG0009588	Carub.0008s1043.1.p	Sp6g12480.1
OG0009589	Carub.0005s0793.1.p	Sp2g17810.1
OG0009590	Carub.0003s3481.1.p	Sp3g33640.1
OG0009591	Carub.0008s1504.1.p	Sp6g16710.1
OG0009592	Carub.0006s3564.1.p	Sp6g01470.1
OG0009593	Carub.0004s1757.1.p	Sp4g18070.1
OG0009594	Carub.0001s1352.1.p, Carub.0001s1351.1.p	Sp1g12140.1
OG0009595	Carub.0002s1486.1.p	Sp5g23410.1
OG0009596	Carub.0006s0695.1.p	Sp6g34890.1
OG0009597	Carub.0004s0979.1.p	Sp4g11640.1
OG0009598	Carub.0003s2261.1.p	Sp3g20200.1
OG0009599	Carub.0005s1678.1.p	Sp5g11720.1
OG0009600	Carub.0001s2966.1.p	Sp1g27070.1
OG0009600	Carub.0001s2970.1.p	Sp1g27080.1
OG0009601	Carub.0008s1497.1.p	Sp6g16670.1
OG0009602	Carub.0007s2507.1.p	Sp7g14990.1
OG0009603	Carub.0008s2787.1.p	Sp2g30060.1
OG0009604	Carub.0006s1130.1.p	Sp6g30850.1
OG0009605	Carub.0003s1366.1.p	Sp3g12310.1
OG0009606	Carub.0007s0398.1.p	Sp7g34000.1
OG0009607	Carub.0005s2733.1.p	Sp5g02640.1
OG0009608	Carub.0006s2887.1.p	Sp6g07140.1
OG0009609	Carub.0001s2727.1.p	Sp1g25010.1
OG0009610	Carub.0005s0842.1.p	Sp2g18110.1
OG0009611	Carub.0005s1523.1.p	Sp5g13030.1
OG0009612	Carub.0003s3059.1.p	Sp3g29960.1
OG0009613	Carub.0003s1473.1.p	Sp3g13290.1
OG0009614	Carub.0003s0681.1.p	Sp3g06210.1, Sp3g06230.1
OG0009619	Carub.0004s2012.1.p, Carub.0003s2928.1.p	Sp4g20470.1, SpUn0322_0010.1
OG0009621	Carub.0001s3159.1.p	Sp1g28850.1
OG0009622	Carub.0001s0699.1.p	Sp1g06380.1
OG0009623	Carub.0003s0991.1.p	Sp3g09000.1
OG0009624	Carub.0004s1332.1.p	Sp4g14380.1
OG0009625	Carub.0004s1645.1.p	Sp4g17060.1
OG0009627	Carub.0006s0400.1.p	Sp6g37760.1
OG0009628	Carub.0001s1253.1.p	Sp1g11370.1
OG0009629	Carub.0001s1568.1.p	Sp1g14180.1
OG0009630	Carub.0001s2412.1.p	Sp1g21920.1
OG0009631	Carub.0001s0758.1.p	Sp1g06870.1
OG0009632	Carub.0002s2132.1.p	Sp5g29700.1
OG0009633	Carub.0002s2429.1.p	Sp5g32550.1
OG0009634	Carub.0002s2492.1.p	Sp5g33170.1
OG0009637	Carub.0004s0189.1.p	Sp4g01750.1
OG0009638	Carub.0004s0793.1.p	Sp4g10110.1
OG0009639	Carub.0004s0958.1.p	Sp4g11440.1
OG0009640	Carub.0005s1526.1.p	Sp5g13010.1
OG0009641	Carub.0005s1795.1.p	Sp5g10680.1
OG0009642	Carub.0006s3401.1.p	Sp6g03090.1
OG0009643	Carub.0007s0216.1.p	Sp7g35700.1
OG0009644	Carub.0008s1281.1.p	Sp6g14840.1
OG0009645	Carub.0008s1487.1.p	Sp6g16570.1
OG0009648	Carub.0002s2556.1.p	Sp5g33760.1, SpUn0074_0070.1
OG0009649	Carub.0004s0297.1.p	Sp4g02730.1
OG0009650	Carub.0004s2566.1.p	Sp4g25310.1
OG0009651	Carub.0008s1981.1.p	Sp6g20850.1
OG0009652	Carub.0005s0952.1.p, Carub.0005s0939.1.p	Sp3g29320.1, Sp3g29410.1
OG0009653	Carub.0005s1918.1.p	Sp5g09600.1
OG0009654	Carub.0006s0004.1.p	Sp6g41040.1
OG0009655	Carub.0006s1694.1.p	Sp6g25690.1
OG0009656	Carub.0007s1737.1.p	Sp7g21680.1, Sp1g29030.1
OG0009657	Carub.0007s1843.1.p	Sp7g20900.1
OG0009658	Carub.0008s0072.1.p	Sp4g00080.1
OG0009660	Carub.0003s1528.1.p	Sp3g13800.1
OG0009674	Carub.0007s0418.1.p	Sp7g33830.1
OG0009675	Carub.0007s3672.1.p	Sp7g02800.1
OG0009676	Carub.0006s0804.1.p	Sp6g33860.1
OG0009677	Carub.0006s1074.1.p	Sp6g31400.1
OG0009678	Carub.0002s0177.1.p	Sp2g01430.1
OG0009679	Carub.0004s1519.1.p	Sp4g15900.1
OG0009681	Carub.0004s2733.1.p	Sp4g26830.1
OG0009682	Carub.0005s0227.1.p	Sp2g14250.1
OG0009683	Carub.0008s2479.1.p, Carub.0003s2889.1.p	Sp2g27080.1
OG0009684	Carub.0001s2674.1.p	Sp1g24520.1
OG0009685	Carub.0004s0717.1.p	Sp4g08740.1
OG0009686	Carub.0006s2868.1.p	Sp6g07310.1
OG0009687	Carub.0002s0004.1.p	Sp2g00870.1
OG0009688	Carub.0008s0190.1.p	Sp2g10890.1
OG0009689	Carub.0006s0353.1.p	Sp6g38170.1
OG0009690	Carub.0006s3305.1.p	Sp6g03900.1
OG0009691	Carub.0007s1432.1.p	Sp7g24510.1
OG0009692	Carub.0005s0392.1.p	Sp5g18690.1
OG0009693	Carub.0008s2846.1.p	Sp2g30640.1
OG0009694	Carub.0008s0680.1.p	Sp7g08210.1
OG0009695	Carub.0005s0072.1.p	Sp2g13220.1
OG0009696	Carub.0007s3734.1.p	Sp7g03500.1
OG0009697	Carub.0008s1159.1.p	Sp6g13750.1
OG0009698	Carub.0001s2555.1.p	Sp1g23230.1
OG0009699	Carub.0003s0648.1.p	Sp3g05910.1
OG0009700	Carub.0003s0407.1.p, Carub.0003s0408.1.p	Sp3g03700.1
OG0009701	Carub.0004s2578.1.p	Sp4g25420.1
OG0009702	Carub.0005s1401.1.p	Sp5g14080.1, SpUn0103_0020.1
OG0009703	Carub.0001s2986.1.p	Sp1g27240.1
OG0009704	Carub.0003s3466.1.p	Sp3g33560.1
OG0009705	Carub.0007s0356.1.p	Sp7g34420.1
OG0009706	Carub.0004s0965.1.p	Sp4g11520.1
OG0009707	Carub.0008s1837.1.p	Sp6g19530.1
OG0009708	Carub.0007s2352.1.p	Sp7g16270.1
OG0009709	Carub.0004s1277.1.p	Sp4g13920.1
OG0009710	Carub.0004s2809.1.p	Sp4g27510.1
OG0009711	Carub.0006s1410.1.p	Sp6g28200.1
OG0009712	Carub.0008s0243.1.p	Sp2g10490.1
OG0009713	Carub.0005s2014.1.p	Sp5g08770.1
OG0009714	Carub.0003s2934.1.p	Sp3g28850.1
OG0009715	Carub.0008s2746.1.p	Sp2g29630.1
OG0009716	Carub.0008s0482.1.p	Sp2g08620.1
OG0009717	Carub.0002s2147.1.p	Sp4g00040.1
OG0009718	Carub.0008s1132.1.p	Sp6g13470.1, Sp6g13480.1
OG0009719	Carub.0001s1362.1.p	Sp1g12040.1
OG0009720	Carub.0001s0908.1.p	Sp1g08330.1
OG0009721	Carub.0002s1828.1.p	Sp5g26590.1
OG0009722	Carub.0003s3389.1.p	Sp3g32980.1
OG0009723	Carub.0008s2403.1.p	Sp2g26400.1
OG0009724	Carub.0007s3151.1.p	Sp7g06410.1
OG0009726	Carub.0001s2474.1.p	Sp1g22440.1
OG0009729	Carub.0006s1191.1.p	Sp6g30290.1
OG0009730	Carub.0006s2400.1.p	Sp2g21530.1
OG0009731	Carub.0004s2538.1.p	Sp4g25040.1
OG0009732	Carub.0001s2844.1.p	Sp1g26030.1
OG0009734	Carub.0007s2024.1.p	Sp7g19270.1
OG0009735	Carub.0001s0086.1.p	Sp1g00920.1
OG0009737	Carub.0008s0859.1.p	Sp2g19260.1
OG0009738	Carub.0007s3714.1.p	Sp7g03200.1
OG0009739	Carub.0008s1648.1.p	Sp6g18010.1
OG0009740	Carub.0007s0897.1.p	Sp7g29430.1
OG0009741	Carub.0006s2508.1.p	Sp2g20670.1
OG0009742	Carub.0004s0043.1.p	Sp4g00560.1
OG0009743	Carub.0004s1461.1.p	Sp4g15480.1
OG0009744	Carub.0002s1446.1.p	Sp5g22990.1
OG0009745	Carub.0006s1488.1.p	Sp6g27480.1
OG0009746	Carub.0008s2524.1.p	Sp2g27530.1
OG0009747	Carub.0006s2764.1.p	Sp6g08460.1
OG0009748	Carub.0001s2568.1.p	Sp1g23380.1
OG0009749	Carub.0004s1466.1.p	Sp4g15500.1
OG0009750	Carub.0001s0573.1.p	Sp1g05150.1
OG0009751	Carub.0004s2400.1.p	Sp4g23970.1
OG0009752	Carub.0007s1524.1.p	Sp7g23750.1
OG0009753	Carub.0008s0066.1.p, Carub.0008s0069.1.p	Sp2g11900.1
OG0009754	Carub.0003s2564.1.p	Sp3g22880.1
OG0009755	Carub.0008s1234.1.p	Sp6g14500.1
OG0009756	Carub.0004s2057.1.p	Sp4g20920.1
OG0009757	Carub.0001s1140.1.p	Sp1g10360.1
OG0009758	Carub.0008s1032.1.p	Sp6g12370.1
OG0009759	Carub.0005s1818.1.p	Sp5g10440.1
OG0009760	Carub.0008s1768.1.p	Sp6g18900.1
OG0009761	Carub.0004s0924.1.p, Carub.0004s0925.1.p	Sp4g11130.1
OG0009762	Carub.0003s0450.1.p	Sp3g04100.1
OG0009763	Carub.0007s3327.1.p	Sp7g00060.1
OG0009764	Carub.0006s1494.1.p	Sp6g27430.1
OG0009765	Carub.0004s0033.1.p	Sp4g00480.1
OG0009766	Carub.0008s0485.1.p	Sp2g08600.1
OG0009767	Carub.0006s1371.1.p	Sp6g28560.1
OG0009768	Carub.0001s2476.1.p	Sp1g22460.1
OG0009769	Carub.0006s1094.1.p	Sp6g31200.1
OG0009770	Carub.0003s2227.1.p	Sp3g19920.1
OG0009771	Carub.0003s2179.1.p, Carub.0095s0002.1.p	Sp3g19750.1
OG0009772	Carub.0004s0978.1.p	Sp4g11630.1
OG0009773	Carub.0001s0863.1.p	Sp1g07900.1
OG0009774	Carub.0008s2497.1.p	Sp2g27240.1
OG0009775	Carub.0006s2199.1.p	Sp2g23130.1
OG0009776	Carub.0007s0353.1.p	Sp7g34450.1
OG0009777	Carub.0001s0991.1.p	Sp1g09110.1
OG0009778	Carub.0007s2486.1.p	Sp7g15170.1
OG0009779	Carub.0001s2733.1.p	Sp1g25060.1
OG0009780	Carub.0003s3115.1.p	Sp3g30530.1
OG0009781	Carub.0003s0374.1.p	Sp3g03430.1
OG0009782	Carub.0006s0424.1.p	Sp6g37510.1
OG0009783	Carub.0005s1675.1.p	Sp5g11740.1
OG0009784	Carub.0002s1172.1.p	Sp5g20840.1
OG0009785	Carub.0007s0586.1.p	Sp7g32240.1
OG0009787	Carub.0008s2834.1.p	Sp2g30530.1
OG0009788	Carub.0003s3090.1.p	Sp3g30310.1
OG0009791	Carub.0003s1325.1.p	Sp3g11930.1
OG0009792	Carub.0001s2741.1.p	Sp1g25140.1
OG0009793	Carub.0006s2378.1.p	Sp2g21700.1
OG0009794	Carub.0004s2210.1.p	Sp4g22280.1
OG0009795	Carub.0001s1777.1.p	Sp1g16120.1
OG0009796	Carub.0007s2431.1.p	Sp2g19110.1
OG0009797	Carub.0001s1577.1.p	Sp1g14280.1
OG0009798	Carub.0006s3572.1.p	Sp6g01420.1
OG0009799	Carub.0003s2190.1.p	Sp3g19820.1
OG0009800	Carub.0002s1838.1.p	Sp5g26660.1
OG0009801	Carub.0004s0276.1.p	Sp4g02510.1
OG0009802	Carub.0007s0053.1.p	Sp7g37120.1
OG0009803	Carub.0006s0519.1.p	Sp6g36550.1
OG0009805	Carub.0008s0300.1.p	Sp2g09990.1
OG0009806	Carub.0001s0718.1.p	Sp1g06520.1
OG0009807	Carub.0004s0785.1.p	Sp4g10060.1
OG0009808	Carub.0001s3248.1.p	Sp1g29570.1
OG0009809	Carub.0007s1165.1.p	Sp7g26930.1
OG0009810	Carub.0002s1529.1.p	Sp5g23850.1
OG0009811	Carub.0004s2325.1.p	Sp4g29460.1
OG0009812	Carub.0008s0614.1.p, Carub.0007s1372.1.p	Sp7g25090.1
OG0009813	Carub.0003s1939.1.p	Sp3g17610.1
OG0009814	Carub.0006s3345.1.p	Sp6g03600.1
OG0009815	Carub.0001s0165.1.p	Sp1g01610.1
OG0009816	Carub.0008s2554.1.p	Sp2g27800.1
OG0009817	Carub.0001s2737.1.p	Sp1g25100.1
OG0009818	Carub.0002s2737.1.p	Sp5g35660.1
OG0009819	Carub.0006s3593.1.p	Sp6g01230.1
OG0009820	Carub.0008s2751.1.p	Sp2g29670.1
OG0009821	Carub.0003s2118.1.p	Sp3g19210.1
OG0009823	Carub.0003s1701.1.p	Sp3g15490.1
OG0009824	Carub.0006s1576.1.p	Sp6g26690.1
OG0009825	Carub.0004s2600.1.p	Sp4g25650.1
OG0009826	Carub.0002s0813.1.p, Carub.0002s0816.1.p	SpUn0004_0240.1
OG0009827	Carub.0007s3264.1.p	Sp7g04720.1
OG0009828	Carub.0007s1261.1.p	Sp7g26110.1
OG0009829	Carub.0001s3551.1.p	Sp1g33880.1
OG0009830	Carub.0005s2640.1.p	Sp5g03500.1
OG0009831	Carub.0002s1286.1.p	Sp5g21600.1, Sp5g21605.1
OG0009832	Carub.0001s3992.1.p	Sp5g22710.1
OG0009833	Carub.0003s2404.1.p	Sp3g21450.1
OG0009834	Carub.0007s0316.1.p	Sp7g34790.1
OG0009835	Carub.0001s2667.1.p	Sp1g24440.1, Sp1g24430.1
OG0009836	Carub.0006s3505.1.p	Sp6g02020.1
OG0009837	Carub.0008s2500.1.p	Sp2g27270.1
OG0009838	Carub.0004s3053.1.p	Sp4g29730.1
OG0009839	Carub.0004s0519.1.p	Sp4g04780.1
OG0009840	Carub.0004s1317.1.p	Sp2g03840.1, Sp4g14220.1
OG0009841	Carub.0004s1392.1.p	Sp4g14920.1
OG0009842	Carub.0008s1016.1.p	Sp6g12210.1
OG0009843	Carub.0005s2246.1.p	Sp5g06770.1
OG0009844	Carub.0005s1285.1.p	Sp5g15120.1
OG0009845	Carub.0002s2693.1.p	Sp5g35150.1
OG0009847	Carub.0005s2436.1.p	Sp5g05070.1
OG0009848	Carub.0005s0014.1.p	Sp2g12630.1
OG0009850	Carub.0008s1010.1.p	Sp6g11960.1
OG0009851	Carub.0004s2656.1.p	Sp4g26090.1
OG0009852	Carub.0005s1007.1.p	Sp3g26140.1
OG0009853	Carub.0007s1070.1.p	Sp7g27750.1
OG0009854	Carub.0001s4237.1.p	Sp1g39760.1
OG0009855	Carub.0003s0670.1.p	Sp3g06120.1
OG0009856	Carub.0003s2014.1.p	Sp3g18240.1
OG0009857	Carub.0005s2849.1.p	Sp5g01620.1
OG0009858	Carub.0006s2475.1.p	Sp2g20950.1
OG0009859	Carub.0004s0383.1.p	Sp4g03490.1
OG0009860	Carub.0006s0323.1.p	Sp6g38470.1
OG0009861	Carub.0006s2880.1.p	Sp6g07200.1
OG0009862	Carub.0008s2172.1.p	Sp2g24330.1
OG0009863	Carub.0003s2533.1.p	Sp4g15010.1
OG0009864	Carub.0007s0463.1.p	Sp7g33440.1
OG0009866	Carub.0001s2942.1.p	Sp1g26890.1
OG0009867	Carub.0006s1561.1.p	Sp6g26820.1
OG0009868	Carub.0008s1777.1.p	Sp6g19000.1
OG0009869	Carub.0008s2642.1.p	Sp2g28670.1
OG0009870	Carub.0008s2277.1.p	Sp2g25260.1
OG0009871	Carub.0007s1199.1.p	Sp7g26640.1
OG0009872	Carub.0007s1153.1.p	Sp7g27000.1
OG0009873	Carub.0003s2246.1.p	Sp3g20080.1
OG0009874	Carub.0002s0036.1.p	Sp2g00320.1
OG0009875	Carub.0008s0676.1.p	Sp7g08030.1
OG0009876	Carub.0008s0197.1.p	Sp2g10830.1
OG0009877	Carub.0006s3419.1.p	Sp6g02920.1
OG0009878	Carub.0001s3877.1.p	Sp1g36440.1
OG0009880	Carub.0008s0185.1.p	Sp2g10930.1
OG0009881	Carub.0003s1662.1.p	Sp3g15130.1
OG0009883	Carub.0004s2763.1.p	Sp4g27100.1
OG0009884	Carub.0003s0371.1.p	Sp3g03400.1
OG0009885	Carub.0007s1677.1.p	Sp7g22270.1
OG0009886	Carub.0001s3091.1.p	Sp1g28400.1
OG0009888	Carub.0003s2842.1.p	Sp3g27650.1
OG0009889	Carub.0007s0903.1.p	Sp7g29370.1
OG0009890	Carub.0006s3216.1.p	Sp6g04520.1
OG0009891	Carub.0008s0249.1.p	Sp2g10430.1
OG0009892	Carub.0008s2774.1.p	Sp2g29930.1
OG0009893	Carub.0005s0438.1.p	Sp2g15560.1
OG0009894	Carub.0003s3222.1.p	Sp3g31520.1
OG0009895	Carub.0006s0120.1.p	Sp6g40070.1
OG0009896	Carub.0004s0545.1.p	Sp4g05280.1
OG0009897	Carub.0007s2152.1.p	Sp7g18200.1
OG0009898	Carub.0007s0566.1.p	Sp7g32410.1
OG0009899	Carub.0001s3387.1.p	Sp1g31070.1
OG0009900	Carub.0002s1563.1.p	Sp5g24130.1
OG0009901	Carub.0006s2820.1.p	Sp6g07880.1
OG0009902	Carub.0005s2889.1.p	Sp5g01230.1
OG0009903	Carub.0003s1828.1.p	Sp3g16590.1
OG0009904	Carub.0004s1023.1.p, Carub.0004s1024.1.p	Sp4g12020.1
OG0009905	Carub.0004s1724.1.p	Sp4g17770.1
OG0009906	Carub.0004s0013.1.p	Sp4g00240.1
OG0009907	Carub.0004s2970.1.p	Sp4g28970.1
OG0009908	Carub.0007s0394.1.p	Sp7g34030.1
OG0009910	Carub.0001s3541.1.p	Sp1g33780.1
OG0009911	Carub.0004s2861.1.p	Sp4g27980.1
OG0009912	Carub.0007s3343.1.p	Sp7g00180.1
OG0009913	Carub.0004s0539.1.p	Sp4g05180.1
OG0009914	Carub.0002s0033.1.p	Sp2g00300.1
OG0009915	Carub.0008s0461.1.p	Sp2g08760.1
OG0009916	Carub.0005s0723.1.p	Sp2g17340.1
OG0009918	Carub.0003s1815.1.p	Sp3g16480.1
OG0009919	Carub.0001s3086.1.p	Sp1g28460.1
OG0009920	Carub.0006s1357.1.p	Sp6g28690.1
OG0009921	Carub.0007s0758.1.p	Sp7g30680.1
OG0009922	Carub.0007s1181.1.p	Sp7g26830.1
OG0009923	Carub.0003s1872.1.p	Sp3g16990.1
OG0009924	Carub.0007s2524.1.p	Sp7g14790.1
OG0009925	Carub.0006s0165.1.p	Sp6g39730.1
OG0009926	Carub.0005s0059.1.p	Sp2g13090.1
OG0009927	Carub.0006s3363.1.p, Carub.0008s0242.1.p	Sp6g03490.1
OG0009928	Carub.0006s1127.1.p	Sp6g30880.1
OG0009929	Carub.0006s2413.1.p	Sp2g21450.1
OG0009931	Carub.0003s2709.1.p	Sp3g24380.1
OG0009932	Carub.0008s1786.1.p	Sp6g19070.1
OG0009933	Carub.0024s0013.1.p	Sp6g41160.1
OG0009934	Carub.0004s2699.1.p	Sp4g26480.1
OG0009935	Carub.0004s2420.1.p	Sp4g24160.1
OG0009936	Carub.0006s2214.1.p	Sp2g23000.1
OG0009937	Carub.0002s1852.1.p	Sp5g26780.1, SpUn0095_0010.1
OG0009939	Carub.0001s2791.1.p	Sp1g25580.1
OG0009940	Carub.0003s1714.1.p	Sp3g15590.1
OG0009941	Carub.0001s3789.1.p	Sp1g35660.1
OG0009942	Carub.0003s2729.1.p	Sp3g24760.1
OG0009943	Carub.0001s2222.1.p	Sp1g20210.1
OG0009944	Carub.0001s2644.1.p	Sp1g24180.1
OG0009945	Carub.0008s2548.1.p	Sp2g27740.1
OG0009946	Carub.0008s2118.1.p	Sp6g22070.1
OG0009947	Carub.0007s0420.1.p	Sp7g33810.1
OG0009948	Carub.0003s1869.1.p	Sp3g16950.1
OG0009949	Carub.0008s1958.1.p	Sp6g20640.1
OG0009950	Carub.0006s3018.1.p	Sp6g06130.1
OG0009951	Carub.0005s2530.1.p	Sp5g04330.1
OG0009952	Carub.0008s2467.1.p	Sp2g26960.1
OG0009953	Carub.0001s0248.1.p	Sp1g02360.1
OG0009954	Carub.0007s1446.1.p	Sp7g24390.1
OG0009955	Carub.0002s1518.1.p	Sp5g23740.1
OG0009956	Carub.0003s1589.1.p	Sp3g14510.1
OG0009957	Carub.0008s2778.1.p	Sp2g29980.1
OG0009958	Carub.0003s1952.1.p	Sp3g17690.1
OG0009959	Carub.0004s2752.1.p, Carub.0763s0001.1.p	Sp4g27000.1
OG0009960	Carub.0006s2485.1.p	Sp2g20890.1
OG0009961	Carub.0002s2167.1.p	Sp5g30020.1
OG0009962	Carub.0003s3026.1.p	Sp5g35520.1
OG0009963	Carub.0005s0399.1.p	Sp2g15310.1
OG0009964	Carub.0004s2898.1.p	Sp4g28320.1
OG0009965	Carub.0002s0578.1.p	Sp2g04900.1
OG0009966	Carub.0006s0357.1.p	Sp6g38140.1
OG0009967	Carub.0006s0234.1.p	Sp6g39210.1
OG0009968	Carub.0002s0674.1.p	Sp5g31730.1
OG0009970	Carub.0001s3400.1.p	SpUn0123_0010.1, SpUn0008_0020.1
OG0009971	Carub.0004s2668.1.p	Sp4g26210.1
OG0009972	Carub.0006s1275.1.p	Sp6g29450.1
OG0009973	Carub.0005s0236.1.p	Sp2g14310.1
OG0009974	Carub.0008s0695.1.p	Sp7g08370.1
OG0009975	Carub.0006s3467.1.p	Sp6g02370.1
OG0009976	Carub.0002s1578.1.p	Sp5g24230.1
OG0009977	Carub.0001s1940.1.p	Sp1g17680.1
